id,CO2_working_capacity [mL/g]
69063,119.18902015032295
69064,120.69793760437547
69065,108.12566631320618
69066,87.58260934905344
69067,85.15478053979231
69068,95.26544464343186
69069,132.35364620247265
69070,134.44576066358823
69071,96.9256387306552
69072,84.552073066985
69073,165.07907550243658
69074,128.96981362036811
69075,106.51191754577489
69076,95.65797508704625
69077,97.5483971455062
69078,67.59224260519761
69079,61.75170282089396
69080,107.25209189290008
69081,76.28811777228549
69082,258.51299449980115
69083,106.01966588425103
69084,216.692916477862
69085,83.7863630453675
69086,72.44773470959925
69087,102.83731117212531
69088,274.0891257867193
69089,138.13489135494794
69090,91.72158808384813
69091,83.19784316792644
69092,287.9431232278574
69093,118.9061280551685
69094,98.9365104342596
69095,84.52566819164153
69096,148.85401205890827
69097,78.37525191300486
69098,158.71224774030682
69099,115.87150660374203
69100,177.64114512209568
69101,60.898209044514566
69102,155.38708548682757
69103,305.8786401185215
69104,119.65388791550293
69105,122.18302223646195
69106,138.53077914125407
69107,467.9917109999068
69108,85.0932266412816
69109,189.8298766695799
69110,248.84404247158693
69111,124.58558132101277
69112,145.16154817618286
69113,125.21201030793927
69114,119.09395006799855
69115,125.3170704722497
69116,274.82716550726013
69117,94.9679338865018
69118,110.12687870490922
69119,157.53943345246927
69120,117.97834347201588
69121,132.45753942711184
69122,181.4634516014708
69123,119.65933523692048
69124,92.26323500415248
69125,112.79476928701362
69126,110.1070891699943
69127,121.8076630937924
69128,187.02294735853047
69129,56.24592958901335
69130,100.903107716244
69131,154.31872446664124
69132,85.37229944665191
69133,357.9042624572168
69134,157.10890280950025
69135,54.26994312956564
69136,137.7223403359161
69137,174.12698185881987
69138,75.61877739868254
69139,117.89586072638055
69140,94.01436097600062
69141,111.94036538291611
69142,119.44209765876033
69143,62.603134033231655
69144,182.6500261129957
69145,105.8911907704092
69146,125.80379557509924
69147,99.586177353852
69148,75.08236048212565
69149,145.83677907871652
69150,371.0870587486994
69151,70.14491445009915
69152,137.3095251127577
69153,83.34296848020193
69154,87.5713756435513
69155,97.78958136557188
69156,104.15289587392735
69157,61.99123490120923
69158,72.10364891865797
69159,94.31316536146309
69160,119.17375359773716
69161,335.7103785750772
69162,118.49621586700657
69163,54.50001130491148
69164,95.38780413040475
69165,48.33569653047558
69166,126.95806361175198
69167,220.0298215856592
69168,203.97847600142873
69169,112.52707156003221
69170,121.23930894179902
69171,118.26561593052877
69172,125.8003270671886
69173,103.83266396474625
69174,68.82574278812876
69175,203.2366237287318
69176,254.7301943091753
69177,91.82878422757672
69178,258.1890533338411
69179,71.10647858618856
69180,108.99598063610112
69181,112.95008051167001
69182,143.32887253331708
69183,195.11444727630823
69184,95.05392062638406
69185,59.214163132494875
69186,314.0989516093562
69187,116.2505615870683
69188,98.57114822398081
69189,134.80234787454825
69190,140.4981149015069
69191,79.81159350100253
69192,82.58467933950743
69193,97.0811872967438
69194,116.85882261105778
69195,102.88059149325817
69196,106.15847297997763
69197,115.12142671627967
69198,163.19962057528448
69199,91.56821163026977
69200,133.03192753373244
69201,69.19459355464079
69202,119.09669945873665
69203,72.77497389877449
69204,113.8843125235949
69205,87.36054184437633
69206,103.3375355194556
69207,31.761087201246312
69208,142.5522218813555
69209,128.46980489549748
69210,91.65721273518785
69211,133.07164185499215
69212,104.23244157286241
69213,145.8671639445584
69214,139.0239505478587
69215,114.97402535682957
69216,188.39246090887974
69217,141.36012058073823
69218,102.00102528430669
69219,99.56160098375908
69220,103.70274396099498
69221,88.19942680156805
69222,154.59559387507065
69223,270.5985434814552
69224,100.40249364876313
69225,159.76164252437863
69226,65.18843174465817
69227,102.92011823435078
69228,93.75596811482313
69229,121.05667189098082
69230,79.38253645509579
69231,67.63773136077907
69232,128.7122183571136
69233,127.60326473185606
69234,151.7301278354057
69235,81.75968517592639
69236,92.96301631278995
69237,75.8834315565894
69238,133.3476020283503
69239,88.52254108357813
69240,102.89178373743671
69241,274.8616067569602
69242,335.4987021142815
69243,85.3171734900505
69244,146.52167913549292
69245,124.14089546185653
69246,187.18375624239002
69247,96.80664813352362
69248,115.61161365854954
69249,125.3391275952211
69250,82.54556858638675
69251,126.18927218874875
69252,224.73954403751452
69253,317.7638640326303
69254,65.8141628413482
69255,84.39429492320384
69256,134.13952398375432
69257,125.86581038445472
69258,156.10963652973828
69259,246.9217713220429
69260,155.89437991207393
69261,159.76695704994324
69262,69.65975759288837
69263,255.05611694915112
69264,110.0097484393284
69265,289.0884732329267
69266,132.57464398067822
69267,116.20886525203147
69268,447.6345046958594
69269,270.1038995399096
69270,128.2928360480354
69271,176.94903178460834
69272,79.67645065062536
69273,161.69994126930146
69274,201.37238690683438
69275,126.46792194769208
69276,99.25547048253175
69277,103.88698703813648
69278,102.79011128644264
69279,85.96407241099763
69280,188.4752965855099
69281,86.25476202040923
69282,127.26101321911833
69283,113.18150724460641
69284,75.40603327093146
69285,148.37588002551584
69286,174.3708177515885
69287,212.00472033022982
69288,69.64507707317884
69289,92.9288499398167
69290,110.47064323357087
69291,109.755523277929
69292,92.99581181448414
69293,108.62703910042507
69294,129.48519903043137
69295,109.04115563660444
69296,81.19638887367714
69297,129.77973212080872
69298,80.7636580170082
69299,197.84558920981527
69300,148.88494992893013
69301,117.09991311915958
69302,127.6280933218263
69303,115.06291686938364
69304,77.41823123104754
69305,72.63613204795506
69306,117.48095631663473
69307,97.32948248912476
69308,101.67948449665204
69309,122.40624195894924
69310,109.06005267785224
69311,114.99435731509372
69312,85.83011197221376
69313,88.57038100624237
69314,133.0133850180003
69315,132.28632974356967
69316,214.50092441830134
69317,143.54475005605013
69318,86.95523512471156
69319,94.37535284018429
69320,104.37188668418617
69321,124.39773181872002
69322,178.5411510451209
69323,168.8681664120997
69324,114.96634389452807
69325,164.7344766472055
69326,121.77114141381277
69327,197.44905115251714
69328,138.12175428582162
69329,90.83349118738411
69330,172.65245520408592
69331,99.36984198545846
69332,168.0727919577704
69333,158.69523620404422
69334,301.5142787020833
69335,83.49644155305961
69336,84.42406960285274
69337,141.00180360705377
69338,132.56162714203455
69339,111.08597878523423
69340,309.3411255634592
69341,297.818279167479
69342,88.17910198572271
69343,75.3964904424862
69344,312.01965195639605
69345,408.02797464100695
69346,127.82126306489425
69347,176.43754800287832
69348,126.55769719856366
69349,159.2261389842638
69350,121.48480078147438
69351,3.165998123925476
69352,82.78647340113247
69353,123.44085700306859
69354,100.93453937955859
69355,275.6513635224668
69356,67.98749537786489
69357,99.91334661268623
69358,172.5945278697606
69359,276.4677575626142
69360,88.71706542989543
69361,51.99769768906443
69362,195.75910399388925
69363,240.05907795313163
69364,121.9334848295178
69365,169.5590962009382
69366,172.37026293214524
69367,160.0362213989067
69368,103.16570292897647
69369,110.00090266690613
69370,76.31234332355648
69371,130.5911755545993
69372,104.47478146402591
69373,79.62577544310543
69374,86.1356904054805
69375,186.61160182409986
69376,113.94009896802842
69377,66.00080852259161
69378,82.02101899070405
69379,238.80134680355513
69380,143.99265380514143
69381,99.9109140936429
69382,169.15402571037748
69383,69.5489107370514
69384,95.25187674212256
69385,121.09032325827413
69386,151.81855804748935
69387,156.62885405834794
69388,180.18368730762353
69389,68.24857501693418
69390,145.4464810112034
69391,121.2805812870769
69392,96.39594878653995
69393,131.90733351678335
69394,70.90134585289726
69395,98.43859997950389
69396,100.73995277914449
69397,111.92973232651931
69398,83.80597599221967
69399,146.3147842036486
69400,88.2355580603362
69401,101.06329961964242
69402,79.83299565385603
69403,303.27438744303015
69404,150.2725780677628
69405,104.06098653029426
69406,90.59990225678608
69407,106.35908958609248
69408,42.721440800741384
69409,91.37845030459829
69410,97.31092719965173
69411,269.4191216553398
69412,78.92192145975349
69413,154.82727297217443
69414,104.67273240711695
69415,233.58705223853596
69416,112.02278369117953
69417,101.3119234148872
69418,196.334994146126
69419,271.2935431084704
69420,119.4110823483376
69421,172.98830079317224
69422,107.11184746851042
69423,157.63938976666728
69424,134.7870516986858
69425,92.02893672912357
69426,112.10691447253514
69427,153.58657865628675
69428,122.6360984943403
69429,215.90195239211351
69430,291.9596763206921
69431,191.87686925274974
69432,155.9270869950399
69433,92.96368644797984
69434,29.851392984584322
69435,116.94609502171907
69436,197.17908067114269
69437,134.63894203244809
69438,92.28725638443373
69439,100.95663183147491
69440,81.08792138520899
69441,114.5277607555995
69442,179.04594001850035
69443,96.3381554534668
69444,162.5689617979071
69445,132.16065682060895
69446,112.18440744610804
69447,78.76891756738601
69448,152.36717521319684
69449,172.29896176960312
69450,179.1069803835564
69451,142.2255622669328
69452,123.66581573315503
69453,106.45104722333397
69454,158.08344100056883
69455,129.24198869073706
69456,137.93546526223113
69457,93.8152676792028
69458,366.02887858511247
69459,159.30379664471585
69460,162.5073009904458
69461,174.7959182980012
69462,118.03088156666564
69463,117.65079415912317
69464,68.1926745709298
69465,120.14193622597165
69466,103.61692481766349
69467,100.87950471070255
69468,192.27804384069134
69469,135.14811691854058
69470,54.866652543682285
69471,148.4016512715794
69472,116.53900094770214
69473,116.7426799869247
69474,130.660477280993
69475,128.00697592712777
69476,110.60833404946717
69477,114.86494668063577
69478,100.67175121130256
69479,89.15459727356115
69480,133.88520728264965
69481,103.35720612528996
69482,142.7176171867566
69483,89.09629907658697
69484,107.75767905071794
69485,114.93568858946401
69486,163.626251562283
69487,104.51085898116847
69488,200.814375910786
69489,121.641918568049
69490,124.365496714832
69491,155.6272377979941
69492,141.0842047666225
69493,142.96820897031773
69494,99.28754541250127
69495,86.39863773706378
69496,221.33297884806362
69497,105.52675269421988
69498,167.26858856662238
69499,58.97224267974605
69500,116.58218172854446
69501,109.18253882154906
69502,138.46964301847555
69503,79.15757019786875
69504,99.71700341176036
69505,119.22859585611926
69506,298.16075672094473
69507,88.612836521016
69508,110.80999616373174
69509,120.67313391522126
69510,102.19325961519228
69511,119.77217965255086
69512,117.7706543158901
69513,148.640948847233
69514,95.04015543113675
69515,81.68799182040671
69516,177.33065231287787
69517,90.46619670849314
69518,87.69226062236604
69519,89.2151068029606
69520,83.84770871304806
69521,91.2142511273536
69522,90.41779770500105
69523,186.23535869731316
69524,45.027447299073756
69525,139.5795461669594
69526,107.28865617859157
69527,134.03913073897107
69528,176.04294145921193
69529,63.79260410733059
69530,79.13901882044522
69531,141.3754196396865
69532,146.40525949044033
69533,278.0036152393566
69534,104.38100746408765
69535,100.62331840530152
69536,89.55313182456202
69537,114.53092773529553
69538,166.1570683709533
69539,52.3949696840091
69540,94.48587873511872
69541,100.7756121362691
69542,85.2318196871991
69543,198.51247030169247
69544,58.21019077451977
69545,116.94700314103788
69546,85.99526658021033
69547,77.15069639774907
69548,113.08752113294261
69549,132.17683174947308
69550,93.87781264182323
69551,55.702129828042224
69552,225.7473209269458
69553,81.91559398427334
69554,93.52351590769337
69555,100.81047605540174
69556,95.33098226930802
69557,190.42838754531323
69558,93.96780627805744
69559,184.69039165703362
69560,45.199444919096884
69561,230.48929397820945
69562,275.85760567027717
69563,58.0961149993229
69564,90.08728503692751
69565,142.73195217349914
69566,138.20666183521962
69567,144.653876102972
69568,100.26678564098721
69569,74.04751512501224
69570,43.019210196478475
69571,110.08048230734653
69572,188.8972857809918
69573,103.29412974785909
69574,157.7798557068121
69575,113.0193969403318
69576,90.75493299723922
69577,100.51505058018006
69578,94.31725111384438
69579,121.88348556411397
69580,96.9211314562413
69581,94.95151850520584
69582,107.63053999432003
69583,127.42185449421441
69584,221.24568795282534
69585,224.27253884045052
69586,126.96748516487135
69587,57.63614987188567
69588,99.3893196177222
69589,42.969967768008765
69590,113.0751929889067
69591,101.75546419934506
69592,244.63350075144018
69593,100.969449835915
69594,88.58683152451457
69595,219.11568085289272
69596,122.16322133219902
69597,53.91937025456082
69598,97.81921375276478
69599,90.22403363336753
69600,87.8688130133718
69601,120.86173255481808
69602,66.5094033887475
69603,88.24028030121498
69604,170.32742490218214
69605,111.14539431606883
69606,184.8896948918421
69607,97.49257922696907
69608,176.48067273809033
69609,92.77475829926206
69610,143.3511422563144
69611,138.16123812686865
69612,60.76019969228605
69613,89.68050186128846
69614,90.96143276221126
69615,144.0448403226476
69616,130.65026984859907
69617,98.32753294573818
69618,126.63054588458436
69619,89.42330284244265
69620,129.27733893399488
69621,88.63424743449707
69622,91.6654151274697
69623,101.20440181290746
69624,141.27488690201793
69625,254.99739892382098
69626,121.99435950788285
69627,104.82149379439359
69628,69.40464205385965
69629,135.6508844726722
69630,131.3364982472563
69631,80.98189742611612
69632,90.48650739437475
69633,59.72962333859513
69634,105.64219948214199
69635,136.7987069914755
69636,81.43799249857778
69637,168.91709445157255
69638,112.81227531986335
69639,120.17679415976247
69640,96.65710544104734
69641,138.766653044768
69642,83.0666519803907
69643,102.5810315810139
69644,144.7825524711748
69645,120.9833711558937
69646,163.46778567037128
69647,113.83137049024849
69648,83.0118525875078
69649,71.43821879029497
69650,105.39871586732946
69651,151.26400698801848
69652,119.27028533045126
69653,92.59287651609458
69654,71.3041887963688
69655,98.03605142641038
69656,64.95492761393143
69657,86.02524897346609
69658,69.91324192751985
69659,125.58000624862683
69660,61.744255848021886
69661,127.23241540637726
69662,270.63271616588736
69663,125.00776521783531
69664,40.90139822809655
69665,128.436043265021
69666,148.1452362002605
69667,316.37226614168776
69668,110.52360740576461
69669,95.0295885674888
69670,101.00049846637654
69671,84.45304005471372
69672,112.18952216661238
69673,138.12540230162108
69674,367.13737551764393
69675,104.83888595016593
69676,72.01656447910638
69677,226.43639634120146
69678,191.2810287435508
69679,175.5069180046063
69680,103.48020889121374
69681,78.26658161478788
69682,15.1821103630121
69683,71.48494699179858
69684,109.65411511631237
69685,69.57015406319731
69686,71.1387848084861
69687,53.804081160959655
69688,118.09868917850213
69689,219.01922174531953
69690,84.46630179255453
69691,141.87601670016642
69692,75.51459313273637
69693,231.83724462455606
69694,78.5927885030247
69695,121.90942435783768
69696,96.35628622307398
69697,210.3421520095264
69698,142.00226408905291
69699,275.20056430506474
69700,71.79231943691168
69701,113.33382405473061
69702,95.48459511188169
69703,103.16825204535056
69704,155.73507399942721
69705,62.299079304553025
69706,164.13195329583417
69707,122.35099325119455
69708,53.706540401053246
69709,104.84363986395284
69710,181.7623751428077
69711,78.7804990458425
69712,136.07649515629572
69713,69.30433840944656
69714,79.5741387455343
69715,289.7541401681517
69716,110.06270049068816
69717,91.32158056270767
69718,86.42027784596426
69719,140.04485760727124
69720,154.887651038964
69721,104.4687672815158
69722,324.54520671930277
69723,48.09204076281108
69724,166.1175997450098
69725,95.98995774360668
69726,127.5124699161972
69727,51.965381283069775
69728,84.58427248014806
69729,236.33064433480013
69730,112.50904432560598
69731,84.1343883492044
69732,106.61784034729608
69733,83.6375830665707
69734,85.68587207978496
69735,63.1953303806307
69736,177.84193054648543
69737,248.22084928224885
69738,33.11652257444425
69739,118.72581532177276
69740,106.37410576978502
69741,124.8077377436565
69742,77.41721531017396
69743,156.08182592745385
69744,107.82957773763573
69745,139.70697501101716
69746,269.194408203413
69747,131.5570239240636
69748,81.27593807538176
69749,90.96555013268922
69750,97.9811025562738
69751,87.02432333431526
69752,348.19907060729287
69753,108.39715429072353
69754,141.0871488040122
69755,100.59670851028888
69756,70.78022423113366
69757,72.8486922628137
69758,158.80671282660055
69759,144.10248789134528
69760,69.30029482896109
69761,104.35664085896605
69762,88.13720904218839
69763,120.2007932611966
69764,94.20937052981607
69765,93.03192592443969
69766,136.72900321205864
69767,207.2975436793708
69768,69.49677267920671
69769,105.82648653359789
69770,174.06988096672
69771,189.2719070111035
69772,119.33848932675676
69773,118.20109390222126
69774,71.42492228624207
69775,153.10238121404387
69776,101.7750950019053
69777,115.09456041222272
69778,110.85657791784536
69779,84.48836756444891
69780,70.8187936065593
69781,94.66221025828155
69782,98.8741619760076
69783,117.18496133033332
69784,212.0254539268836
69785,103.00968659694826
69786,69.37924445312524
69787,136.01494582487837
69788,102.97438322945618
69789,159.6128062136017
69790,101.71079834121701
69791,105.53903581765594
69792,126.18471346629588
69793,92.58263815439666
69794,130.22486559677768
69795,250.54852946785155
69796,109.40138886503576
69797,98.69004693916719
69798,111.36518939244807
69799,99.74249344477764
69800,115.59073407546639
69801,90.14981589879486
69802,94.71462033948512
69803,113.51845278552288
69804,78.14465338014776
69805,90.27921640219931
69806,82.19674495274873
69807,98.29498021101692
69808,86.27441188859459
69809,149.48235974774792
69810,137.85267795632328
69811,149.11376193273722
69812,130.13379718414254
69813,133.07800931608432
69814,242.277193984564
69815,100.31735627500798
69816,77.487687007555
69817,114.38033625402848
69818,146.05615166659473
69819,-2.3048903578560385
69820,69.92340950650927
69821,95.28859247230378
69822,79.62596351549375
69823,71.94403940578056
69824,107.50172505323455
69825,174.83547065055836
69826,169.21966195068381
69827,86.58663535457758
69828,112.72611096507647
69829,95.07778853231201
69830,78.41396078219435
69831,77.517242671218
69832,60.17168993839311
69833,116.02354493186361
69834,98.46547755762973
69835,72.12832501646855
69836,134.02842753289843
69837,72.22254833963657
69838,144.73434287459492
69839,64.28965414262609
69840,103.89351522486969
69841,104.98908205270696
69842,141.60082353132842
69843,131.44344114485193
69844,103.6568079336533
69845,108.49120550725642
69846,207.6256577747348
69847,92.12102087866633
69848,73.23430894281728
69849,114.2898998887445
69850,80.83859232223989
69851,151.0849090457225
69852,109.14591421171015
69853,95.17344456647794
69854,78.68881974551692
69855,100.55530254281528
69856,82.06206713718933
69857,86.37751668858728
69858,94.43612251344581
69859,146.60761829184963
69860,94.04342954349308
69861,57.524086544663795
69862,102.92972902253837
69863,104.00681156331987
69864,82.0084874046423
69865,78.97601250970213
69866,151.04388490663158
69867,191.67512755714404
69868,119.98985777306112
69869,88.40941016901444
69870,123.56661299783504
69871,138.0718424196246
69872,133.0792346378974
69873,233.91433179151738
69874,151.41855103090992
69875,76.34367110562101
69876,149.57911172444085
69877,163.65902110860372
69878,119.97336803003087
69879,368.902055909168
69880,70.68950996225085
69881,81.72454071005555
69882,95.04776484743256
69883,132.37301831423093
69884,72.71595937089995
69885,62.18465137040463
