id,CO2_working_capacity [mL/g]
68848,171.97613386128296
68849,98.37689085513428
68850,95.47280342910982
68851,73.1387524200995
68852,65.55010625282758
68853,135.64165269743626
68854,74.65218241690592
68855,74.06447758707061
68856,366.5240903450796
68857,72.47479916828394
68858,104.58555499841464
68859,77.71873764955934
68860,55.00542611327641
68861,72.55533987961631
68862,244.40636275756893
68863,75.06199504426921
68864,175.12305844574576
68865,66.32310994307441
68866,93.92344645882942
68867,53.577751990199154
68868,121.7987401021861
68869,82.34841322987496
68870,157.49305356748195
68871,95.35117648588896
68872,130.67968377621625
68873,98.58729545136497
68874,126.09780142850376
68875,105.8842807923541
68876,419.2740496870795
68877,76.50095177568853
68878,73.83068891943329
68879,127.15485206117818
68880,66.10912960876995
68881,65.26182729526984
68882,195.62591760559897
68883,87.39103213245784
68884,194.4260523526741
68885,76.29289257918333
68886,254.08866429465647
68887,70.78153582038574
68888,67.15251527864986
68889,58.806857319377976
68890,87.00395203470094
68891,245.80319115926318
68892,173.75248894909313
68893,142.7146816639817
68894,284.929547461459
68895,55.73963409705832
68896,72.15979870442852
68897,80.63190028012282
68898,54.54682480718185
68899,116.439735534085
68900,123.53532558812657
68901,162.94103629835934
68902,97.72248754110035
68903,182.38410414350417
68904,129.5886430887084
68905,67.49818432831704
68906,136.0131267384726
68907,122.84866134017716
68908,199.097471778788
68909,208.22694871995142
68910,113.95245062325716
68911,141.28412986755734
68912,275.10417340545933
68913,159.1386335533533
68914,80.1317773362385
68915,78.3709798051333
68916,163.7268641131108
68917,126.37822219360457
68918,72.29897225101739
68919,84.44465196329392
68920,349.30864247527444
68921,182.77399508587072
68922,67.46025972603964
68923,105.71493289663555
68924,286.48697470304216
68925,208.5750890636069
68926,84.68986843840156
68927,85.45464166966947
68928,161.4780993205335
68929,233.97376276685227
68930,64.50957095826514
68931,102.71685464649646
68932,85.06927962634445
68933,133.65154081598004
68934,154.9693348632506
68935,206.2763029940668
68936,71.57907388507228
68937,207.42563953854673
68938,120.18234684509294
68939,248.92580600741212
68940,172.74892939369298
68941,183.9691355149705
68942,107.37960588242287
68943,192.11149954510574
68944,71.77468930012975
68945,71.80064380611437
68946,241.37286540263972
68947,134.26838231284657
68948,106.91459958981504
68949,142.94597493606344
68950,101.07787436173716
68951,133.12079962436576
68952,184.94156352742414
68953,100.33943768066138
68954,100.47829832762973
68955,75.62914912968017
68956,54.72242225706146
68957,200.31886794288786
68958,210.8591929606636
68959,93.27625249978098
68960,89.02031518343348
68961,100.96487976080768
68962,72.2513721327165
68963,237.54102956900041
68964,55.341570409866485
68965,95.16478657420885
68966,184.9070117187692
68967,117.62405714586687
68968,176.77442861581062
68969,226.4061262510751
68970,72.00585406272272
68971,45.79991843037166
68972,90.92881768263105
68973,92.45937880991835
68974,183.8301394081884
68975,100.79590329194866
68976,91.19748635616399
68977,136.95686955311498
68978,142.8369072641597
68979,97.10443723332573
68980,88.29010417678414
68981,97.62155900905145
68982,130.16482957076232
68983,103.05571007048661
68984,64.44585494836727
68985,61.720912152740006
68986,219.79567953597473
68987,116.85606995390116
68988,141.8422183082945
68989,451.1734510613639
68990,152.56516547939273
68991,71.99907662093845
68992,119.82677318451992
68993,70.6728126551367
68994,199.0003381931176
68995,198.6048640511125
68996,239.72946585140107
68997,70.59361404869018
68998,85.53236831370772
68999,62.67853352265055
69000,102.768696247139
69001,123.74993718794519
69002,120.13132457982864
69003,242.7538010540335
69004,306.0131576474922
69005,167.4747767620903
69006,172.66461478663734
69007,152.97969615049377
69008,86.21390721950708
69009,106.3845765648493
69010,314.47458653290283
69011,241.45604300118023
69012,62.12874800329379
69013,81.6853430212194
69014,225.05576625250242
69015,244.18257736703308
69016,83.09081517912415
69017,171.00300587972308
69018,181.49799785648042
69019,42.55846319461717
69020,55.61717876929405
69021,70.54946370049663
69022,203.52735226907285
69023,185.2198633133983
69024,267.32141965513523
69025,93.20910477803517
69026,46.383637458704634
69027,162.5812155101459
69028,124.99060374382641
69029,95.69170103986879
69030,66.76540076350325
69031,221.73140765771277
69032,355.34562136642745
69033,59.7733633705069
69034,85.63687640427945
69035,113.55389427281789
69036,79.52877573047118
69037,79.96989772417717
69038,218.8260026890902
69039,79.1027391501575
69040,89.57454525440176
69041,50.50969153299233
69042,49.36980139140116
69043,114.7413622678368
69044,240.476659444613
69045,112.66223801594367
69046,88.28208563485151
69047,64.74529189039724
69048,122.55229828073796
69049,115.02641243846409
69050,252.2287046888508
69051,151.10413324897115
69052,221.1538198472936
69053,127.5530537273042
69054,37.561953621583534
69055,69.40363672740239
69056,179.43090201138875
69057,86.13910108447574
69058,172.81787615860353
69059,76.48817555099133
69060,52.96432393786029
69061,173.4031785855383
69062,86.61903757131624
69063,110.26212370017953
69064,132.41245804685406
69065,106.71821036828645
69066,62.17832156634615
69067,57.037906546298956
69068,75.99300387949835
69069,175.87281114852803
69070,125.64629233193284
69071,88.54929763722203
69072,93.65393062777515
69073,148.6042431050231
69074,126.60146255115224
69075,105.02648494810303
69076,94.15948098617427
69077,88.38691276936231
69078,81.44822065227827
69079,77.1287354006429
69080,85.66433544207901
69081,87.27228070201822
69082,368.6870912487059
69083,119.6763338678821
69084,280.64860273669655
69085,84.25692446179605
69086,63.00028578397134
69087,91.12712465115048
69088,197.11131154948305
69089,146.91571159597913
69090,100.62953005269874
69091,68.04529891461172
69092,288.0326456696494
69093,116.53448605626879
69094,74.02613670731454
69095,53.942363391504045
69096,146.37708908593302
69097,69.10485183826545
69098,232.30184880132222
69099,129.80819894025532
69100,191.38830210536503
69101,67.35977794175888
69102,114.04700973164654
69103,318.9645727632267
69104,136.86487935197187
69105,109.0931937975758
69106,152.3350253306575
69107,336.4642700786158
69108,80.64539251220219
69109,191.19781553363785
69110,375.69854336207806
69111,142.62100219809244
69112,102.82683583275855
69113,126.26470375067355
69114,127.56440632388573
69115,143.45570783357053
69116,373.3533166235011
69117,88.69944468835291
69118,112.71596371198221
69119,139.97509801840695
69120,90.02151231408693
69121,130.2095855173499
69122,242.50334073281223
69123,144.27793186811715
69124,79.04179879729384
69125,109.46006147366263
69126,94.98643749543884
69127,125.40191086604676
69128,271.50745665126584
69129,56.85039622676522
69130,102.88110816718893
69131,171.0900825506172
69132,72.84457758235752
69133,481.26942749905567
69134,165.56865356506498
69135,73.3288893970837
69136,125.79256225812598
69137,237.85527856523098
69138,69.03483280045224
69139,131.66028338347007
69140,89.71722753765467
69141,103.25564889319772
69142,98.92333984719585
69143,92.77860664011929
69144,150.63402744684018
69145,87.81436479067496
69146,81.05164675688546
69147,82.13716424750197
69148,63.93406502519897
69149,171.83562457819872
69150,142.82669555452244
69151,66.29622725512853
69152,156.1071401223547
69153,68.67413167913433
69154,87.42102629009575
69155,76.12766178349443
69156,125.40504015006115
69157,96.81801607814667
69158,50.86447892785566
69159,62.8276728608029
69160,92.92734721395108
69161,407.030085613205
69162,88.9877630301428
69163,53.11982478140248
69164,87.38073560685956
69165,85.01187749479769
69166,103.64675745341911
69167,260.0833215976549
69168,125.43787473165138
69169,92.45103277681211
69170,157.61482183091235
69171,105.95387764051416
69172,99.60059709959869
69173,119.19703179323632
69174,65.5831887126853
69175,212.73185915994478
69176,293.28895977598336
69177,71.86420648648443
69178,373.78435399108685
69179,57.328931494446586
69180,140.79919633099792
69181,88.81150177190648
69182,186.77276486482546
69183,264.49047927051566
69184,131.68229253609056
69185,69.50828731464735
69186,206.09769056207975
69187,119.8039923451913
69188,87.32934621853309
69189,114.98255375592525
69190,135.95751615140765
69191,67.49184045430148
69192,93.3577031977468
69193,78.66548464391788
69194,101.56275593278271
69195,103.88357759664756
69196,146.32591791242578
69197,128.9790672244733
69198,210.1403578953959
69199,71.30989731810523
69200,123.02176883553841
69201,55.9879528389705
69202,113.10110334882175
69203,73.81421711247766
69204,100.47380611781166
69205,68.96276667936793
69206,97.22804047158003
69207,73.03835340168838
69208,154.45136167594254
69209,88.6127526906759
69210,77.9856626161194
69211,97.40761161608685
69212,68.67978094614936
69213,145.8700940780717
69214,145.54131923971553
69215,167.6315179120488
69216,238.56277926029748
69217,188.08404177048908
69218,108.69787805933431
69219,91.11810240877831
69220,104.22781616548006
69221,67.60874277824105
69222,131.8544566689363
69223,199.29365949106537
69224,63.22876470905501
69225,169.1503504905331
69226,118.03630753765327
69227,73.00961348277922
69228,81.84842984579726
69229,144.11999455194618
69230,104.31564684346007
69231,65.43728160303186
69232,162.16494654958106
69233,130.12745358314783
69234,141.28058568922847
69235,58.31879070895022
69236,68.47177307154307
69237,51.12468280346317
69238,128.95272061151684
69239,56.15549054690327
69240,87.89952259922728
69241,302.33300579607516
69242,361.6299083169192
69243,67.65509093695816
69244,96.42808964332198
69245,90.43397020903133
69246,204.69414651876482
69247,84.08133101165913
69248,109.39911934031501
69249,129.93723376903162
69250,71.16542340073146
69251,133.97921046564193
69252,219.61545661906348
69253,454.46639579937056
69254,69.36228205533641
69255,67.74447762115777
69256,175.77821823954764
69257,70.46722014082987
69258,189.1622484898941
69259,287.7854870356398
69260,176.80949582589906
69261,180.19079973255512
69262,47.529792692289426
69263,212.4970908889933
69264,115.46252572250357
69265,273.44833054756776
69266,115.68236863113782
69267,137.4170450359745
69268,264.16935626144823
69269,196.79451782327206
69270,137.85228642809713
69271,197.8107450582148
69272,68.73948533108997
69273,138.97925100870717
69274,248.88793749206283
69275,159.72875447109996
69276,80.20831553855004
69277,105.69062318216963
69278,114.02685843483819
69279,82.88322485878057
69280,218.15725654214873
69281,71.8747474064938
69282,156.89140449866434
69283,104.22193799632566
69284,92.45915086317022
69285,183.11139772532292
69286,213.86550297117955
69287,191.513266404179
69288,74.79254052609357
69289,61.99837004607456
69290,101.9728251903548
69291,98.71560736414006
69292,93.14034811661782
69293,111.99299352038712
69294,84.38558040457282
69295,126.35512037773755
69296,78.92966713437282
69297,127.70316834852515
69298,72.38040115912058
69299,234.08262981322642
69300,125.87345854863042
69301,104.66119172062629
69302,141.2286623654791
69303,137.37401698944862
69304,47.71952498019857
69305,60.950192810134986
69306,125.48796593150553
69307,93.71890306040093
69308,74.69246886106241
69309,117.360894784183
69310,161.35123207953708
69311,121.72732871165776
69312,96.30970518462799
69313,56.817353819366566
69314,184.81867901218905
69315,112.64195173940294
69316,239.16880456727117
69317,169.665019632632
69318,86.8775315185364
69319,90.35186973132568
69320,63.90171697063308
69321,154.89083075760024
69322,213.85409571660375
69323,121.98786211881368
69324,103.4998353055986
69325,187.527873700811
69326,108.39791854356046
69327,84.66270834057741
69328,144.0559413416564
69329,79.36547940652882
69330,211.17748544282415
69331,86.80430428876548
69332,217.14612937977836
69333,177.6667168845007
69334,387.1892455402733
69335,63.007363727185464
69336,83.0233922547959
69337,163.34305630292693
69338,118.31983814679118
69339,77.06982751637007
69340,160.8910357133449
69341,268.7681766355037
69342,64.70488083611758
69343,58.77909932201708
69344,266.46965640556215
69345,155.07200733628792
69346,196.54495915783187
69347,193.3104578912092
69348,114.33505506217985
69349,135.72499581498792
69350,107.9249451861657
69351,70.32087152510353
69352,80.18393587519962
69353,172.05478348301367
69354,99.28438667929835
69355,272.44593076456414
69356,65.01009418624362
69357,115.55730311686123
69358,91.30187811476235
69359,303.8404253842678
69360,79.85963434212096
69361,54.32276865111299
69362,193.855634469274
69363,238.98878598118907
69364,116.32438435933722
69365,186.2500518012092
69366,209.66989753436022
69367,146.40301782323925
69368,86.00902969488747
69369,79.50137100971189
69370,62.01979018285158
69371,131.38547464378254
69372,100.21326952478934
69373,56.49067809086952
69374,94.29717004900813
69375,226.7626424933336
69376,93.1017043144755
69377,61.14621750322309
69378,56.38327184798165
69379,291.0692114117765
69380,137.60679686363636
69381,93.15483415313265
69382,199.72451705500873
69383,59.14702791294155
69384,78.75816040476018
69385,136.82937591935377
69386,74.42510772252297
69387,203.87214093991773
69388,230.18076228728725
69389,61.00679865334473
69390,156.86042158025887
69391,114.22026255023967
69392,95.57256055823377
69393,131.45249152384636
69394,75.06097273400374
69395,92.49253278441704
69396,77.82152197519584
69397,67.65626352493979
69398,55.50102820796885
69399,186.0892726969074
69400,64.76133685949044
69401,68.08503665083511
69402,71.08573694087636
69403,416.0435679715156
69404,169.39061411087383
69405,81.56511392755753
69406,70.73285252406855
69407,140.52763790733988
69408,98.81298652752905
69409,102.82072963718694
69410,117.88936481524247
69411,273.32065563700746
69412,64.43867583727273
69413,184.48966956573588
69414,77.87518774560931
69415,233.672537099798
69416,86.83053071009567
69417,122.94000314281436
69418,266.0963979677614
69419,267.13863850207434
69420,138.88415702553644
69421,156.38205880175963
69422,88.70534752417483
69423,247.82529722651967
69424,180.10439535197324
69425,98.29892284782706
69426,109.87430332131521
69427,107.57752341618004
69428,114.65046838998917
69429,239.17795102928764
69430,319.1789574085389
69431,291.3425003388248
69432,175.25261721932827
69433,75.88128861401624
69434,90.39478701443647
69435,95.89946282633572
69436,258.62069760738746
69437,125.12873599581069
69438,82.6681512694473
69439,121.2996070124165
69440,70.09181540577855
69441,89.47180701203435
69442,170.21644701668677
69443,81.41010570886408
69444,177.9117509427283
69445,151.5957680102172
69446,112.7900492711929
69447,76.52726570242848
69448,178.53034940038643
69449,141.53885081977234
69450,228.491448064205
69451,143.00381610677016
69452,166.3573571758864
69453,112.02417751411423
69454,119.02573429418891
69455,134.16851120923135
69456,106.51120104456102
69457,102.15451397913351
69458,433.8834946553969
69459,223.5339881413139
69460,231.2112247558896
69461,202.037476740691
69462,101.65974717338618
69463,105.42409305156282
69464,65.54463698248155
69465,130.2510021782915
69466,126.08405576218077
69467,119.39752830380127
69468,186.04129128766786
69469,145.86642473088463
69470,115.65917687619617
69471,156.37883841959828
69472,81.57296041654625
69473,127.14712559975864
69474,111.32763802649053
69475,154.77255684320224
69476,134.98253470107989
69477,100.72337251309693
69478,90.81452399919401
69479,60.455262029803606
69480,100.17955469623688
69481,101.764875530741
69482,165.88684822075675
69483,112.61551596131392
69484,114.2137210201488
69485,138.29172758416462
69486,124.42137293446967
69487,115.42299781754066
69488,172.52699634058115
69489,92.50480620710202
69490,142.21185856185403
69491,130.57955455972734
69492,186.80466838933071
69493,198.60677304505657
69494,74.23662706047172
69495,65.88317374105479
69496,285.0334500262764
69497,105.27297842514167
69498,109.8012834431999
69499,57.1310214510915
69500,123.71708252545443
69501,115.14969034957439
69502,118.64378659651838
69503,81.46144930232894
69504,104.39508128228915
69505,116.91680354393269
69506,155.08129672923732
69507,63.77767398408309
69508,161.26261591626067
69509,151.88643783800157
69510,106.30607175203939
69511,106.5390046097012
69512,112.94389361072301
69513,152.91854351311437
69514,92.82363942942622
69515,72.63713266620567
69516,176.30911432575283
69517,48.44888384972686
69518,73.56519443751961
69519,104.34660959963175
69520,64.18205923796178
69521,60.22675025902273
69522,64.37483923649604
69523,154.0337580931759
69524,54.712590853816245
69525,183.79363694824232
69526,66.1261681079206
69527,141.18013066318971
69528,235.5324639738451
69529,75.90683502007553
69530,70.84637072422571
69531,162.23720930894356
69532,156.07566670890424
69533,436.0785483642124
69534,114.32637933359149
69535,77.85208302223761
69536,97.42050513078966
69537,139.19493606360797
69538,190.03864040815847
69539,87.2352722351024
69540,65.82232497630156
69541,114.24920038459453
69542,89.7701250160964
69543,124.75448980385221
69544,83.35826325077626
69545,79.34488176051342
69546,69.65881824071634
69547,66.69048724046367
69548,103.55745584261136
69549,153.31494117528823
69550,73.28633881500083
69551,57.15026256040888
69552,262.2120129340738
69553,78.1780622892518
69554,64.70579685152174
69555,80.77997836010479
69556,72.45899199556187
69557,252.9971761318128
69558,95.22102905720078
69559,137.87435544943312
69560,61.948409348315295
69561,264.4476067738362
69562,242.22974462528498
69563,64.24188721404009
69564,77.78705549503559
69565,168.90695687521173
69566,144.0210444482587
69567,167.7564983157402
69568,110.73846724034134
69569,65.32298543175578
69570,47.772796276077976
69571,101.2690865409316
69572,243.32257054340502
69573,70.21362147501989
69574,216.48517885597187
69575,119.92562615406318
69576,102.8865893579258
69577,89.71632460869323
69578,85.35459978277925
69579,128.67215475793594
69580,104.02874660409383
69581,79.39693123749963
69582,76.18154959099299
69583,143.81316893192954
69584,167.03281380027101
69585,250.10790539081788
69586,140.8921748415701
69587,62.644559939825534
69588,81.52330357507857
69589,57.360174452803115
69590,112.67317678456028
69591,114.67427738836447
69592,320.05356037568055
69593,81.69216142158
69594,61.72537197152985
69595,200.348474295017
69596,83.46091546557898
69597,68.77532526302822
69598,81.99419572250385
69599,73.22976366801622
69600,89.09600498680557
69601,104.34033852762904
69602,60.864766549296384
69603,81.22091292803015
69604,165.71230904017156
69605,81.69854423173727
69606,191.10255407359122
69607,85.28120908044677
69608,209.12688990269896
69609,141.32316200276296
69610,145.03503277213937
69611,103.47538585907932
69612,60.457768855198196
69613,114.06796879357906
69614,61.06655456088772
69615,166.80780412861483
69616,98.76635403705632
69617,92.06995065296387
69618,143.17718097249497
69619,86.59593079837698
69620,168.5385562924358
69621,105.29824991539242
69622,104.26390161992936
69623,80.51574578544007
69624,140.14169963513794
69625,233.47721559287456
69626,99.99268017543871
69627,100.42187966490474
69628,60.20189386515762
69629,163.06531831640876
69630,106.38989969145227
69631,70.07530186773421
69632,97.5197744223251
69633,57.81753155705081
69634,83.87315034879066
69635,151.72093456329924
69636,65.22385156436803
69637,146.43461401225628
69638,96.5525095375163
69639,137.55194501718293
69640,72.49332233824704
69641,163.22796074450784
69642,58.61151039752729
69643,80.22750581649323
69644,131.15384268090753
69645,81.12279220423311
69646,232.34500227335116
69647,133.0141293519705
69648,78.3244985020908
69649,66.85203159061714
69650,117.58458424775183
69651,149.2633977172838
69652,110.87707619004027
69653,75.91125507975697
69654,52.90489989078794
69655,100.48751899382826
69656,70.94648517461042
69657,49.48424388271119
69658,72.86051682874164
69659,163.66852164500742
69660,103.98376312309979
69661,82.13030447735899
69662,337.5775148125887
69663,166.63275267043264
69664,63.11994739756121
69665,164.3366602434102
69666,150.9845867771663
69667,233.81899654454176
69668,112.2291746564705
69669,100.62358238356317
69670,83.86614710579828
69671,75.77331381266242
69672,91.58430323897083
69673,161.3479282016364
69674,326.1700254957639
69675,67.89993299678788
69676,56.61447782631942
69677,279.5079798820957
69678,170.22557777645486
69679,220.00659934244652
69680,82.88745412599314
69681,71.6568931395751
69682,66.72412912340015
69683,52.77253412162173
69684,103.79305040238323
69685,101.57965703443381
69686,70.11854921574523
69687,95.13908827870749
69688,109.3550837324754
69689,226.871841476324
69690,100.61651052738402
69691,196.1248270331099
69692,99.18602118249116
69693,248.08220172789436
69694,64.01082162016719
69695,156.83982540304305
69696,65.45271810940244
69697,168.13531230487777
69698,143.37218836276153
69699,263.83279774090096
69700,72.10352519615283
69701,126.91656044212836
69702,105.95987844807054
69703,100.53368477079842
69704,195.4065963232127
69705,51.035618274880015
69706,186.72136009071076
69707,95.35686460793654
69708,81.64282540835593
69709,131.58793781603902
69710,168.59264699627582
69711,50.55395192175848
69712,162.894067404413
69713,91.62102519525165
69714,74.70544622027683
69715,214.8503094066743
69716,113.16896758950605
69717,99.29314991382074
69718,63.06069034318843
69719,157.7260262910969
69720,227.48513424195687
69721,101.69703960959828
69722,277.7915963347487
69723,53.42609441627523
69724,195.6331910463381
69725,69.7977115558826
69726,131.81772122668
69727,61.295368391124896
69728,56.72316866842126
69729,201.96365392267583
69730,122.20020759627359
69731,63.71582726773451
69732,108.0702738600783
69733,67.61871638875
69734,66.71061015578957
69735,59.99885927971226
69736,245.86473343535923
69737,207.70348243393735
69738,98.80429855979388
69739,111.47144803417194
69740,83.39658824297166
69741,84.70674989133074
69742,61.733770865621814
69743,176.43587877799874
69744,94.80096531658857
69745,179.08353088268493
69746,272.2726790975655
69747,152.7432457226581
69748,49.244136438623116
69749,96.38351985689366
69750,83.99486450640643
69751,65.15007185877869
69752,274.612936369863
69753,77.12304923290908
69754,147.15560819643326
69755,90.01790875097647
69756,69.46771297581552
69757,56.478273753742435
69758,242.60367446546277
69759,179.41788626074052
69760,62.0590075233163
69761,95.5461117447408
69762,54.20669703054046
69763,104.94955971944245
69764,97.02112863240774
69765,73.34058787141333
69766,139.91271663144002
69767,174.16692446843695
69768,62.61317141558914
69769,73.3409078078578
69770,208.57300137347661
69771,252.057049384631
69772,91.8599010492204
69773,94.04606239194965
69774,85.92623898479398
69775,132.50686565550393
69776,110.81877157934981
69777,96.5548147063858
69778,111.13089508418204
69779,69.01534622582658
69780,48.753997311513764
69781,124.48434111382232
69782,96.55018077801515
69783,110.25010006762811
69784,208.13200220944483
69785,79.1050277557083
69786,74.91289192193832
69787,186.87255758718547
69788,128.9332658073734
69789,166.98107670871016
69790,67.69881106727361
69791,95.2257129958562
69792,164.57360934874688
69793,101.10188169814326
69794,100.94371039068994
69795,208.29786809802076
69796,125.6890456948388
69797,114.61886084619762
69798,105.70647640971924
69799,112.58772255614683
69800,141.41492168577582
69801,75.56551033671451
69802,83.70259735185321
69803,131.5542757504311
69804,73.67530501570559
69805,111.24540601385776
69806,109.62348592787566
69807,68.39129081754714
69808,74.90130128407087
69809,138.8701872990957
69810,81.22650382566924
69811,96.79652760884956
69812,81.08245496820923
69813,194.80136291174617
69814,392.43107018533624
69815,84.11095932172067
69816,59.62826981357484
69817,123.50311661666139
69818,75.28216629059993
69819,65.02746301593471
69820,56.372881995125105
69821,81.15640281898654
69822,80.61271818405054
69823,55.28625404705745
69824,93.11461465321229
69825,218.00143749805724
69826,205.636646919762
69827,84.82761363953233
69828,121.77610826383261
69829,64.55823713091276
69830,71.29981614551593
69831,73.57136987789927
69832,53.50645746803546
69833,104.82016596748822
69834,56.76221274509577
69835,54.35044343926794
69836,97.24910965543097
69837,62.69785176742817
69838,149.1302591689268
69839,61.33413206376019
69840,84.44503601908262
69841,89.4139638622592
69842,189.15007672421976
69843,106.51226089427469
69844,89.3881249204616
69845,98.00300150706425
69846,169.64482384653937
69847,90.94111241900748
69848,75.4733211418159
69849,132.326990860324
69850,92.10326640011594
69851,190.90526062103427
69852,125.83313268386286
69853,94.53336772812939
69854,63.60638049999073
69855,65.78659525910913
69856,94.69422544418052
69857,83.99535986792054
69858,52.70963480692051
69859,196.75553202396688
69860,79.56459830721208
69861,63.71221719590768
69862,113.3199011778296
69863,84.19498211042564
69864,59.89278801417757
69865,72.03999495433457
69866,185.63323833498725
69867,207.10720568324874
69868,136.17251355381995
69869,85.05885914483169
69870,123.39844825684854
69871,99.41927896216441
69872,123.91758792206024
69873,244.52175453782948
69874,109.75113243518702
69875,84.46043776416457
69876,199.47911469572773
69877,242.60074158663323
69878,110.23795386857046
69879,239.16399352044073
69880,68.78661971305735
69881,65.02150157095207
69882,68.19931736250008
69883,136.71175852366477
69884,58.77711618121512
69885,51.90320671762902
